candidate_id,name,experience_years,education_level,in_salary_expectation,in_preferred_seniority,in_preferred_industries,in_preferred_locations,in_true_skills,resume_skills_raw,in_quality_score
C01999,Candidate_1999,12,Associate,198187,Lead,"[""Energy"", ""Media""]","[""Austin, TX""]","[""Python"", ""Java"", ""Cloud"", ""Communication"", ""Leadership"", ""Machine Learning"", ""TensorFlow""]","[""Python3"", ""communication"", ""people management"", ""deep learning"", ""TensorFlow""]",0.456
C02000,Candidate_2000,11,PhD,209510,Lead,"[""Consulting""]","[""New York, NY""]","[""JavaScript"", ""TensorFlow"", ""Excel"", ""Docker"", ""Tableau"", ""Cloud""]","[""js"", ""TensorFlow"", ""spreadsheets"", ""kubernetes"", ""dataviz"", ""cloud""]",0.624
C02001,Candidate_2001,0,Bachelor,65821,Entry,"[""Finance"", ""Manufacturing"", ""Technology""]","[""New York, NY"", ""Seattle, WA"", ""Boston, MA""]","[""Data Analysis"", ""Java"", ""Communication"", ""JavaScript"", ""Tableau"", ""Excel"", ""NLP""]","[""data analysis"", ""java"", ""Communication"", ""JavaScript"", ""tableau"", ""spreadsheets"", ""nlp""]",0.697
C02002,Candidate_2002,20,Master,203896,Lead,"[""Media"", ""Retail"", ""Transportation""]","[""Chicago, IL"", ""Denver, CO""]","[""SQL"", ""Project Management"", ""TensorFlow"", ""JavaScript""]","[""PostgreSQL"", ""project management"", ""pytorch"", ""react""]",0.863
C02003,Candidate_2003,17,Master,175522,Lead,"[""Healthcare""]","[""Chicago, IL"", ""San Francisco, CA""]","[""Machine Learning"", ""Project Management"", ""Java"", ""Leadership"", ""Excel"", ""Python"", ""Docker""]","[""project management"", ""Java"", ""Leadership"", ""excel"", ""docker""]",0.328
C02004,Candidate_2004,17,Master,210262,Lead,"[""Transportation"", ""Manufacturing"", ""Education""]","[""Denver, CO""]","[""Data Analysis"", ""SQL"", ""Excel"", ""Machine Learning"", ""Communication"", ""Statistics"", ""Tableau""]","[""data analytics"", ""PostgreSQL"", ""spreadsheets"", ""communication"", ""dataviz""]",0.648
C02005,Candidate_2005,16,Bachelor,222985,Lead,"[""Media"", ""Finance""]","[""Austin, TX"", ""New York, NY"", ""Remote"", ""Boston, MA""]","[""Docker"", ""Tableau"", ""Statistics""]","[""k8s"", ""Tableau""]",0.59
C02006,Candidate_2006,18,Bachelor,167637,Lead,"[""Media"", ""Retail""]","[""New York, NY"", ""Los Angeles, CA"", ""Seattle, WA""]","[""Cloud"", ""NLP"", ""Leadership""]","[""NLP"", ""team lead""]",0.565
C02007,Candidate_2007,15,Bachelor,221915,Lead,"[""Consulting"", ""Media"", ""Transportation""]","[""Boston, MA"", ""Austin, TX"", ""Los Angeles, CA"", ""Seattle, WA""]","[""Data Analysis"", ""Communication"", ""Python""]","[""data analysis"", ""communication""]",0.2
C02008,Candidate_2008,3,High School,115870,Mid,"[""Retail"", ""Transportation""]","[""New York, NY"", ""San Francisco, CA"", ""Denver, CO""]","[""SQL"", ""Project Management"", ""TensorFlow""]","[""MySQL""]",0.536
C02009,Candidate_2009,5,Associate,154971,Senior,"[""Education"", ""Retail"", ""Manufacturing""]","[""San Francisco, CA"", ""Los Angeles, CA"", ""Atlanta, GA"", ""Seattle, WA""]","[""Excel"", ""Machine Learning"", ""JavaScript""]","[""spreadsheets"", ""deep learning"", ""react""]",0.529
C02010,Candidate_2010,20,Associate,176713,Lead,"[""Transportation"", ""Technology"", ""Manufacturing""]","[""Atlanta, GA""]","[""Python"", ""SQL"", ""Cloud"", ""TensorFlow"", ""Data Analysis"", ""NLP"", ""Excel""]","[""py"", ""SQL"", ""gcp"", ""TensorFlow"", ""data analysis"", ""text mining"", ""spreadsheets""]",0.938
C02011,Candidate_2011,12,Bachelor,183469,Lead,"[""Consulting"", ""Transportation""]","[""Denver, CO"", ""Austin, TX""]","[""Leadership"", ""Docker"", ""Cloud"", ""Python""]","[""Leadership"", ""k8s"", ""AWS"", ""py""]",0.752
C02012,Candidate_2012,17,Master,187359,Lead,"[""Finance""]","[""Remote"", ""Denver, CO"", ""Seattle, WA""]","[""Docker"", ""Cloud"", ""Leadership""]","[""kubernetes"", ""gcp"", ""Leadership""]",0.574
C02013,Candidate_2013,7,Bachelor,156061,Senior,"[""Education""]","[""New York, NY"", ""Denver, CO""]","[""Machine Learning"", ""Leadership"", ""R"", ""Excel""]","[""deep learning"", ""r"", ""spreadsheets""]",0.682
C02014,Candidate_2014,10,Bachelor,176856,Lead,"[""Finance"", ""Technology"", ""Media""]","[""Los Angeles, CA"", ""Remote"", ""Chicago, IL""]","[""Tableau"", ""Project Management"", ""NLP"", ""Docker"", ""Leadership"", ""Statistics""]","[""data visualization"", ""PM"", ""natural language processing"", ""k8s"", ""team lead"", ""statistical analysis""]",0.694
C02015,Candidate_2015,17,Bachelor,211509,Lead,"[""Manufacturing"", ""Healthcare""]","[""Denver, CO"", ""Chicago, IL"", ""Seattle, WA""]","[""JavaScript"", ""Machine Learning"", ""TensorFlow"", ""Tableau"", ""Cloud""]","[""js"", ""AI/ML"", ""tf"", ""AWS""]",0.366
C02016,Candidate_2016,10,Master,234619,Lead,"[""Education"", ""Transportation""]","[""New York, NY"", ""Chicago, IL""]","[""SQL"", ""Data Analysis"", ""Tableau"", ""R"", ""Excel"", ""Docker"", ""Machine Learning""]","[""postgres"", ""analytics"", ""data visualization"", ""R programming"", ""spreadsheets"", ""kubernetes"", ""AI/ML""]",0.298
C02017,Candidate_2017,6,Associate,130285,Senior,"[""Education""]","[""Los Angeles, CA"", ""Atlanta, GA""]","[""Communication"", ""R"", ""Statistics"", ""JavaScript"", ""TensorFlow"", ""Cloud""]","[""Communication"", ""R programming"", ""Statistics"", ""node.js"", ""gcp""]",0.667
C02018,Candidate_2018,20,Master,218874,Lead,"[""Media""]","[""Los Angeles, CA""]","[""Leadership"", ""Communication"", ""Data Analysis"", ""Python""]","[""leadership"", ""Communication""]",0.558
C02019,Candidate_2019,19,Associate,209860,Lead,"[""Healthcare"", ""Media""]","[""San Francisco, CA"", ""New York, NY""]","[""Tableau"", ""Docker"", ""Excel""]","[""data visualization"", ""kubernetes"", ""spreadsheets""]",0.717
C02020,Candidate_2020,20,Master,197441,Lead,"[""Consulting"", ""Manufacturing""]","[""Austin, TX"", ""San Francisco, CA"", ""Denver, CO""]","[""Data Analysis"", ""Excel"", ""Machine Learning"", ""Tableau"", ""Cloud"", ""JavaScript"", ""Leadership""]","[""analytics"", ""excel"", ""AI/ML"", ""data visualization"", ""azure""]",0.535
C02021,Candidate_2021,20,Bachelor,161393,Lead,"[""Consulting""]","[""Chicago, IL"", ""San Francisco, CA"", ""Denver, CO"", ""Remote""]","[""Cloud"", ""JavaScript"", ""Project Management"", ""TensorFlow"", ""Leadership"", ""Python"", ""R""]","[""js"", ""agile"", ""TensorFlow"", ""leadership"", ""py"", ""r""]",0.749
C02022,Candidate_2022,1,Bachelor,62936,Entry,"[""Transportation""]","[""Chicago, IL"", ""New York, NY""]","[""Tableau"", ""Data Analysis"", ""R""]","[""tableau"", ""data analytics"", ""r""]",0.43
C02023,Candidate_2023,4,Associate,110139,Mid,"[""Retail"", ""Technology""]","[""New York, NY"", ""San Francisco, CA"", ""Denver, CO"", ""Chicago, IL""]","[""Python"", ""R"", ""Excel"", ""Leadership"", ""Docker""]","[""R programming"", ""Excel"", ""people management"", ""k8s""]",0.914
C02024,Candidate_2024,4,Master,94264,Mid,"[""Retail"", ""Healthcare"", ""Energy""]","[""San Francisco, CA"", ""Los Angeles, CA"", ""Denver, CO""]","[""Cloud"", ""Tableau"", ""JavaScript""]","[""azure"", ""data visualization"", ""js""]",0.583
C02025,Candidate_2025,15,Bachelor,184577,Lead,"[""Energy"", ""Technology""]","[""Remote"", ""Chicago, IL""]","[""Python"", ""Statistics"", ""Tableau"", ""Communication"", ""Data Analysis"", ""Leadership"", ""Cloud""]","[""python"", ""statistical analysis"", ""Tableau"", ""presentation"", ""analytics"", ""Leadership"", ""azure""]",0.759
C02026,Candidate_2026,3,Bachelor,109852,Mid,"[""Education"", ""Finance"", ""Consulting""]","[""San Francisco, CA"", ""Atlanta, GA"", ""New York, NY"", ""Chicago, IL""]","[""Tableau"", ""Statistics"", ""Cloud"", ""Communication"", ""Docker"", ""Project Management"", ""SQL""]","[""Tableau"", ""Statistics"", ""cloud"", ""k8s"", ""agile"", ""SQL""]",0.711
C02027,Candidate_2027,6,Master,132441,Senior,"[""Media"", ""Healthcare"", ""Retail""]","[""San Francisco, CA"", ""Boston, MA""]","[""Excel"", ""JavaScript"", ""Statistics"", ""R""]","[""spreadsheets"", ""node.js"", ""statistical analysis"", ""R programming""]",0.603
C02028,Candidate_2028,0,High School,75165,Entry,"[""Education"", ""Technology"", ""Finance""]","[""Los Angeles, CA"", ""New York, NY""]","[""NLP"", ""Machine Learning"", ""Data Analysis"", ""Project Management"", ""Communication"", ""Python"", ""Cloud""]","[""natural language processing"", ""machine learning"", ""data analysis"", ""project management"", ""presentation"", ""python"", ""gcp""]",0.47
C02029,Candidate_2029,6,Bachelor,138424,Senior,"[""Technology""]","[""Denver, CO"", ""Chicago, IL"", ""Atlanta, GA"", ""San Francisco, CA""]","[""Cloud"", ""Project Management"", ""SQL"", ""Excel"", ""JavaScript""]","[""cloud"", ""sql"", ""spreadsheets"", ""node.js""]",0.228
C02030,Candidate_2030,1,Master,62094,Entry,"[""Manufacturing"", ""Retail"", ""Healthcare""]","[""San Francisco, CA"", ""Remote"", ""Los Angeles, CA"", ""Atlanta, GA""]","[""NLP"", ""Machine Learning"", ""Python"", ""SQL"", ""TensorFlow"", ""Java"", ""Docker""]","[""natural language processing"", ""deep learning"", ""Python"", ""sql"", ""pytorch"", ""java"", ""kubernetes""]",0.549
C02031,Candidate_2031,15,Bachelor,189844,Lead,"[""Energy"", ""Finance"", ""Education""]","[""Chicago, IL""]","[""Cloud"", ""Tableau"", ""Java"", ""Excel"", ""Machine Learning"", ""Leadership"", ""NLP""]","[""gcp"", ""Tableau"", ""spreadsheets"", ""nlp""]",0.473
C02032,Candidate_2032,4,Bachelor,100137,Mid,"[""Manufacturing""]","[""New York, NY"", ""Austin, TX""]","[""Statistics"", ""Docker"", ""Leadership"", ""Tableau""]","[""stats"", ""team lead"", ""dataviz""]",0.499
C02033,Candidate_2033,3,Bachelor,94763,Mid,"[""Healthcare"", ""Technology""]","[""Denver, CO""]","[""JavaScript"", ""TensorFlow"", ""Project Management""]","[""react"", ""pytorch"", ""agile""]",0.673
C02034,Candidate_2034,16,Bachelor,224946,Lead,"[""Energy""]","[""New York, NY"", ""Denver, CO"", ""San Francisco, CA"", ""Austin, TX""]","[""Communication"", ""Project Management"", ""Java""]","[""communication"", ""scrum"", ""Java""]",0.436
C02035,Candidate_2035,6,Master,172239,Senior,"[""Manufacturing"", ""Finance"", ""Retail""]","[""Austin, TX""]","[""SQL"", ""Tableau"", ""Cloud""]","[""postgres"", ""dataviz"", ""azure""]",0.572
C02036,Candidate_2036,13,Associate,225850,Lead,"[""Healthcare"", ""Media"", ""Energy""]","[""Remote"", ""Chicago, IL""]","[""Tableau"", ""Docker"", ""NLP"", ""Statistics""]","[""dataviz"", ""Docker"", ""text mining"", ""Statistics""]",0.65
C02037,Candidate_2037,16,Bachelor,176667,Lead,"[""Technology"", ""Transportation""]","[""Austin, TX"", ""Seattle, WA"", ""Remote"", ""Boston, MA""]","[""Project Management"", ""R"", ""SQL"", ""Cloud"", ""Leadership"", ""Tableau""]","[""Project Management"", ""r"", ""PostgreSQL"", ""AWS"", ""leadership"", ""dataviz""]",0.605
C02038,Candidate_2038,1,Associate,61051,Entry,"[""Retail"", ""Manufacturing""]","[""Boston, MA"", ""Atlanta, GA"", ""Denver, CO""]","[""NLP"", ""Communication"", ""Data Analysis"", ""Cloud"", ""Leadership"", ""Python""]","[""NLP"", ""presentation"", ""gcp"", ""team lead""]",0.515
C02039,Candidate_2039,2,Master,122119,Mid,"[""Consulting"", ""Education"", ""Retail""]","[""New York, NY"", ""Remote"", ""Denver, CO"", ""Los Angeles, CA""]","[""Java"", ""Project Management"", ""Cloud"", ""JavaScript"", ""R"", ""TensorFlow""]","[""java"", ""project management"", ""AWS"", ""R programming"", ""TensorFlow""]",0.743
C02040,Candidate_2040,18,Bachelor,201489,Lead,"[""Energy""]","[""Atlanta, GA"", ""Boston, MA"", ""Chicago, IL"", ""Seattle, WA""]","[""JavaScript"", ""R"", ""Python""]","[""py""]",0.517
C02041,Candidate_2041,1,Bachelor,71501,Entry,"[""Consulting""]","[""Remote"", ""Denver, CO"", ""Atlanta, GA"", ""Seattle, WA""]","[""Project Management"", ""Leadership"", ""Cloud"", ""Java"", ""Python"", ""Docker""]","[""Project Management"", ""gcp"", ""Java"", ""Python3"", ""docker""]",0.631
C02042,Candidate_2042,10,High School,188343,Lead,"[""Finance""]","[""San Francisco, CA""]","[""Statistics"", ""Data Analysis"", ""Communication"", ""TensorFlow"", ""Python""]","[""stats"", ""Data Analysis"", ""presentation"", ""TensorFlow"", ""python""]",0.625
C02043,Candidate_2043,2,Bachelor,103835,Mid,"[""Retail"", ""Transportation""]","[""Chicago, IL"", ""Los Angeles, CA""]","[""Java"", ""Excel"", ""Communication"", ""SQL""]","[""java"", ""Communication"", ""MySQL""]",0.671
C02044,Candidate_2044,5,Bachelor,139446,Senior,"[""Retail"", ""Healthcare""]","[""New York, NY"", ""Atlanta, GA"", ""San Francisco, CA"", ""Denver, CO""]","[""Communication"", ""Statistics"", ""Cloud""]","[""Statistics"", ""cloud""]",0.603
C02045,Candidate_2045,15,Master,202511,Lead,"[""Healthcare"", ""Education""]","[""Los Angeles, CA""]","[""Tableau"", ""Communication"", ""R"", ""Java"", ""Docker"", ""SQL"", ""Machine Learning""]","[""Tableau"", ""Java"", ""docker"", ""postgres""]",0.599
C02046,Candidate_2046,8,Master,149450,Senior,"[""Healthcare"", ""Energy""]","[""Boston, MA"", ""Atlanta, GA"", ""Los Angeles, CA"", ""Austin, TX""]","[""Java"", ""Statistics"", ""Leadership"", ""R""]","[""java"", ""Leadership"", ""r""]",0.399
C02047,Candidate_2047,16,Bachelor,196656,Lead,"[""Healthcare"", ""Energy""]","[""Chicago, IL"", ""Seattle, WA"", ""Denver, CO"", ""Atlanta, GA""]","[""Data Analysis"", ""Excel"", ""Tableau"", ""JavaScript""]","[""Data Analysis"", ""spreadsheets"", ""dataviz"", ""js""]",0.557
C02048,Candidate_2048,3,Master,89285,Mid,"[""Manufacturing"", ""Retail"", ""Healthcare""]","[""Boston, MA"", ""Atlanta, GA"", ""Remote""]","[""SQL"", ""Docker"", ""Cloud"", ""Communication"", ""Java"", ""TensorFlow"", ""Data Analysis""]","[""Docker"", ""Cloud"", ""Communication"", ""Java"", ""pytorch"", ""analytics""]",0.902
C02049,Candidate_2049,15,Master,225492,Lead,"[""Manufacturing"", ""Technology"", ""Healthcare""]","[""Remote"", ""Los Angeles, CA"", ""Denver, CO"", ""Austin, TX""]","[""Data Analysis"", ""TensorFlow"", ""Communication"", ""Cloud""]","[""analytics"", ""tf"", ""communication"", ""AWS""]",0.603
C02050,Candidate_2050,6,Bachelor,140391,Senior,"[""Retail"", ""Transportation""]","[""Los Angeles, CA"", ""Denver, CO"", ""San Francisco, CA"", ""Chicago, IL""]","[""SQL"", ""JavaScript"", ""Docker"", ""Project Management"", ""Data Analysis"", ""Machine Learning""]","[""sql"", ""JavaScript"", ""docker"", ""PM"", ""analytics"", ""Machine Learning""]",0.49
C02051,Candidate_2051,17,Associate,224274,Lead,"[""Technology"", ""Healthcare""]","[""Denver, CO"", ""Austin, TX""]","[""Java"", ""Leadership"", ""R"", ""TensorFlow"", ""Cloud"", ""SQL""]","[""Java"", ""people management"", ""R programming"", ""cloud"", ""MySQL""]",0.673
C02052,Candidate_2052,3,Master,105142,Mid,"[""Healthcare"", ""Media"", ""Education""]","[""Chicago, IL"", ""Remote"", ""Atlanta, GA""]","[""Docker"", ""NLP"", ""R"", ""Cloud"", ""Data Analysis"", ""SQL""]","[""Docker"", ""r"", ""gcp"", ""Data Analysis"", ""SQL""]",0.649
C02053,Candidate_2053,7,High School,170966,Senior,"[""Technology"", ""Education"", ""Consulting""]","[""San Francisco, CA"", ""Los Angeles, CA"", ""Chicago, IL""]","[""Communication"", ""TensorFlow"", ""Tableau"", ""Data Analysis"", ""Python"", ""Machine Learning"", ""Cloud""]","[""communication"", ""tf"", ""data visualization"", ""data analytics"", ""cloud""]",0.653
C02054,Candidate_2054,16,Bachelor,170808,Lead,"[""Transportation"", ""Consulting""]","[""Boston, MA""]","[""Excel"", ""Tableau"", ""Java""]","[""excel"", ""tableau"", ""Java""]",0.824
C02055,Candidate_2055,7,Bachelor,177922,Senior,"[""Technology"", ""Retail"", ""Manufacturing""]","[""San Francisco, CA"", ""Los Angeles, CA"", ""New York, NY""]","[""Tableau"", ""Leadership"", ""Statistics"", ""Machine Learning"", ""SQL""]","[""dataviz"", ""leadership"", ""statistics"", ""AI/ML"", ""sql""]",0.488
C02056,Candidate_2056,8,Bachelor,146754,Senior,"[""Media"", ""Transportation""]","[""Atlanta, GA"", ""New York, NY"", ""San Francisco, CA"", ""Denver, CO""]","[""Java"", ""TensorFlow"", ""Project Management"", ""Machine Learning"", ""Tableau"", ""Leadership"", ""SQL""]","[""Java"", ""Project Management"", ""Machine Learning"", ""dataviz"", ""people management""]",0.577
C02057,Candidate_2057,1,Master,67127,Entry,"[""Media""]","[""Boston, MA""]","[""Excel"", ""NLP"", ""Tableau"", ""R"", ""Docker""]","[""nlp"", ""data visualization"", ""R programming"", ""Docker""]",0.575
C02058,Candidate_2058,14,Associate,173403,Lead,"[""Finance"", ""Retail"", ""Manufacturing""]","[""Chicago, IL""]","[""Docker"", ""TensorFlow"", ""SQL""]","[""Docker"", ""SQL""]",0.575
C02059,Candidate_2059,6,Master,156258,Senior,"[""Technology"", ""Retail""]","[""Boston, MA""]","[""Excel"", ""Data Analysis"", ""JavaScript"", ""R""]","[""Excel"", ""data analytics"", ""js"", ""r""]",0.658
C02060,Candidate_2060,5,Bachelor,144956,Senior,"[""Healthcare"", ""Retail"", ""Education""]","[""Seattle, WA"", ""Denver, CO"", ""Chicago, IL""]","[""SQL"", ""Project Management"", ""Tableau"", ""TensorFlow""]","[""postgres"", ""project management"", ""data visualization"", ""TensorFlow""]",0.326
C02061,Candidate_2061,5,Bachelor,166344,Senior,"[""Finance"", ""Energy""]","[""San Francisco, CA"", ""New York, NY"", ""Atlanta, GA""]","[""NLP"", ""Statistics"", ""Cloud"", ""Project Management"", ""Java"", ""JavaScript"", ""R""]","[""Statistics"", ""AWS"", ""agile"", ""java"", ""js"", ""R""]",0.501
C02062,Candidate_2062,12,Master,194832,Lead,"[""Media""]","[""San Francisco, CA"", ""Chicago, IL""]","[""SQL"", ""Python"", ""Machine Learning"", ""Statistics""]","[""sql"", ""machine learning"", ""stats""]",0.765
C02063,Candidate_2063,5,Bachelor,139190,Senior,"[""Finance""]","[""Remote""]","[""Communication"", ""TensorFlow"", ""SQL"", ""Tableau"", ""Statistics"", ""Leadership"", ""JavaScript""]","[""Communication"", ""pytorch"", ""PostgreSQL"", ""stats"", ""javascript""]",0.534
C02064,Candidate_2064,19,Bachelor,207676,Lead,"[""Energy""]","[""Chicago, IL""]","[""R"", ""Python"", ""TensorFlow"", ""Tableau""]","[""r"", ""Python"", ""TensorFlow"", ""dataviz""]",0.48
C02065,Candidate_2065,11,Master,181525,Lead,"[""Healthcare""]","[""Seattle, WA"", ""Boston, MA"", ""Chicago, IL""]","[""Java"", ""Project Management"", ""TensorFlow"", ""JavaScript"", ""Cloud"", ""Tableau""]","[""java"", ""tensorflow"", ""js"", ""Cloud""]",0.542
C02066,Candidate_2066,14,Master,182732,Lead,"[""Healthcare""]","[""Boston, MA"", ""New York, NY""]","[""Python"", ""Data Analysis"", ""Docker"", ""Project Management""]","[""kubernetes"", ""scrum""]",0.675
C02067,Candidate_2067,20,Master,166071,Lead,"[""Education""]","[""Remote""]","[""R"", ""JavaScript"", ""Excel"", ""Data Analysis"", ""TensorFlow"", ""Statistics"", ""Tableau""]","[""R programming"", ""JavaScript"", ""excel"", ""data analytics"", ""tf"", ""data visualization""]",0.476
C02068,Candidate_2068,11,Master,173486,Lead,"[""Energy""]","[""Los Angeles, CA""]","[""TensorFlow"", ""Leadership"", ""Docker""]","[""Leadership""]",0.434
C02069,Candidate_2069,16,Associate,181901,Lead,"[""Retail"", ""Transportation"", ""Technology""]","[""Chicago, IL""]","[""Statistics"", ""Python"", ""Java"", ""Data Analysis"", ""TensorFlow"", ""Machine Learning"", ""Tableau""]","[""stats"", ""python"", ""Data Analysis"", ""tensorflow"", ""machine learning"", ""tableau""]",0.562
C02070,Candidate_2070,11,Bachelor,181458,Lead,"[""Manufacturing"", ""Healthcare"", ""Education""]","[""New York, NY"", ""Boston, MA"", ""Los Angeles, CA"", ""Denver, CO""]","[""TensorFlow"", ""NLP"", ""JavaScript""]","[""tf"", ""nlp"", ""JavaScript""]",0.39
C02071,Candidate_2071,7,Bachelor,151632,Senior,"[""Retail"", ""Media"", ""Technology""]","[""Denver, CO""]","[""SQL"", ""Machine Learning"", ""JavaScript"", ""NLP""]","[""PostgreSQL"", ""AI/ML"", ""react"", ""natural language processing""]",0.829
